"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"144 m²","","","","42 triệu/tháng","","","","","","4 phòng","4 phòng","3 tầng","","","Cho thuê nhà phố đường Phạm Thái Bường, giá tốt, PMH, Quận 7, Hồ Chí Minh","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-pham-thai-buong-phuong-tan-phong-9-prj-my-toan-1/cho-gia-tot-pmh-q7-hcm-pr42216462",""
"83 m²","Đông - Nam","Tây - Bắc","","Thỏa thuận","","","","Đầy đủ","","2 phòng","2 phòng","","","","Bảng hàng The Matrix One giai đoạn 2 - booking ngay hôm nay - nhận ưu đãi cực khủng","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/mo-ban-dot-1-max-giai-doan-2-vi-doc-ton-my-dinh-lien-he-ngay-pr42800943",""
"11.500 m²","","","45 m","2,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán 11.500m2 đất rất thích hợp lên vườn trồng mít và sầu riêng tại Tháp Mười","https://batdongsan.com.vn/ban-dat-xa-doc-binh-kieu/can-ban-11-500m-rat-thich-hop-len-vuon-trong-mit-va-sau-rieng-tai-thap-muoi-pr42627222","7 m"
"31 m²","","","3,5 m","4,65 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","Rẻ quá tin không AC ƠI? Bán nhà Tôn Đức Thắng Chỉ 4,65 tỷ ,31m2, 2 PN Xinh xắn , ngõ nông ngắn lắm","https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-hang-bot-1/re-qua-tin-khong-ac-oi-ban-chi-4-65-ty-31m2-2-pn-xinh-xan-ngo-nong-ngan-lam-pr42939679","3 m"
"67,5 m²","","","4,5 m","10,5 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Bán lô đất Vinaphone tái định cư Lai Xá, Kim Chung, Hoài Đức","https://batdongsan.com.vn/ban-dat-duong-32-xa-kim-chung-1/ban-3-lo-vinaphone-tai-dinh-cu-lai-hoai-duc-pr42902065","13 m"
"51 m²","","","","2,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","CHƯA TỪNG CÓ 2,9 TỶ SỞ HỮU NGAY LÔ ĐẤT 51M TẠI BẮC HỒNG.","https://batdongsan.com.vn/ban-dat-xa-bac-hong-1/chua-tung-co-2-9-ty-so-huu-ngay-lo-51m-tai-hong-pr42932746",""
"60 m²","","Đông - Nam","4 m","12,6 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất phân lô Mậu Lương vòng xoay Kiến Hưng kinh doanh tốt vị trí đẹp giá đầu tư 60m2, 12.6 tỷ","https://batdongsan.com.vn/ban-dat-duong-mau-luong-phuong-ha-cau/ban-phan-lo-ngay-ql21-kinh-doanh-tot-vi-tri-dep-gia-hop-ly-nhat-60m2-12-6-ty-pr42905370","9 m"
"31,2 m²","Đông - Nam","Đông - Nam","3,9 m","6,7 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","2 tầng","","","Bán nhà trung tâm phố Lê Lợi Hà Đông","https://batdongsan.com.vn/ban-nha-rieng-duong-le-loi-1-phuong-quang-trung-17/ban-tam-pho-ha-dong-pr42457072","3 m"
"103 m²","","","","9,75 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","BÁN CĂN HỘ 103m2 LÔ GÓC IMPERIA SKY GARDEN 9,x tỷ MINH KHAI HAI BÀ TRƯNG","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-imperia-sky-garden/ban-103m2-lo-goc-9-x-ty-hai-ba-trung-pr42832824",""
"120 m²","","","","10,7 tỷ","","","","","","3 phòng","3 phòng","","","","Độc quyền bán căn hộ Cảnh Viên 1 View công viên thoáng mát. DT 120m2, 3PN, 3WC, Lh 0936 711 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-prj-canh-vien-1/doc-quyen-ban-h-1-view-cong-tang-mat-dt-120m2-3pn-3wc-lh-pr42501395",""
"52 m²","","","4 m","19 triệu/tháng","","","","Không nội thất","","3 phòng","4 phòng","2 tầng","","","Nhà phố liền kề 2 tầng khu Cư Xá Ngân Hàng đường Lâm Văn Bền gần Nguyễn Hữu Thọ","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-lam-van-ben-phuong-tan-thuan-tay-1/-pho-lien-ke-2-lau-khu-cu-xa-ngan-hang-gan-nguyen-huu-tho-pr41809815","8 m"
"102 m²","","","","8 tỷ","","","","Full.","","3 phòng","2 phòng","","","","Bán gấp căn 3PN New City Thủ Thiêm view Landmark 81, giá chỉ 8 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-khanh-prj-new-city-thu-thiem/ban-gap-3pn-view-landmark-81-gia-8-ty-pr42905086",""
"76 m²","","","","5,93 tỷ","","","","","Hợp đồng mua bán","2 phòng","2 phòng","","","","Bán Gấp Căn Hộ 2PN 2WC View Sông The Sun Avenue Full Thuế Phí Chỉ 5,93 Tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/ban-gap-2pn-2wc-view-song-full-thue-phi-5-93-ty-pr42941882",""
"86 m²","","","","1,6 tỷ","","","","Nội thất đã hoàn thiện.","Có sổ.","2 phòng","2 phòng","","","","BÁN CHUNG CƯ TRẢ NỢ VỐN KINH DOANH","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xo-viet-nghe-tinh-phuong-25-prj-green-field/ban-de-tra-no-von-kinh-doanh-pr42930498",""
"124 m²","","","7,3 m","49 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","5 tầng","","","Hiếm có - toà building 8 - 10 đường An Điềm, Phường 10, Quận 5 - 7.3m x 17m, 5 tầng, 49 tỷ!","https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-diem-phuong-10-13/hiem-co-toa-building-8-10-10-qu-5-7-3m-x-17m-5-tg-49-ty-pr42329715","16 m"
"60 m²","","","4 m","17,2 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","4 tầng","","","Ngộp bank - bán gấp nhà 2 mặt tiền Hùng Vương, P. 4, Q. 5 (DT: 4x15m) 4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-hung-vuong-2-phuong-4-13/ngop-bank-ban-gap-2-tien-p-4-q-5-dt-4x15m-4-tang-pr40482646",""
"60 m²","Bắc","","5 m","5 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","","","Hàng hiếm. Bán nhà mặt tiền trục chính N3 KDC Bình An gần nút giao Tân Vạn, Vành Đai 3 TP Dĩ An","https://batdongsan.com.vn/ban-nha-mat-pho-duong-n3-phuong-binh-thang/hang-hiem-ban-tien-truc-chinh-kdc-an-gan-nut-giao-tan-van-vanh-dai-3-tp-di-an-pr42897241","18 m"
"500 m²","","","13 m","250 nghìn/m²","","","","","","","","","","","Cho thuê 500m2 sàn chân Đế CC làm nhà hàng srm trưng bày ảnh viện áo cưới siêu thị ở Tân Mai Đền Lừ","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-tan-mai-phuong-hoang-van-thu-4-prj-trung-tam-thuong-mai-den-lu/cho-500m-san-chan-de-cc-lam-nha-srm-bay-anh-vien-ao-cuoi-sieu-thi-o-lu-pr42336407",""
"68 m²","Nam","Bắc","","5,1 tỷ","","","","Full nội thất cao cấp.","Sổ đỏ/ Sổ hồng.","2 phòng","1 phòng","","","","Chung cư Mandarin Garden 2, Tân Mai, Hoàng Mai, Hà Nội","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-mai-phuong-tan-mai-2-prj-mandarin-garden-2/ban-2-ang-ha-noi-pr41787093",""
"120 m²","","","","Thỏa thuận","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Chuyên chuyển nhượng căn hộ tại The Diamond Residence từ 1-2-3-4phòng ngủ. Và quanh quận ThanhXuân","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-diamond-residence/chuyen-chuyen-nhuong-tai-tu-1-2-3-4png-ngu-va-quanh-quan-thanhxuan-pr42939468?source=ad&adid=3001909",""
"40 m²","","","","13 triệu/tháng","","","","Đầy đủ","","3 phòng","4 phòng","","","","Cho thuê nhà 40m2*5 tầng,Ngõ 29 Khương Hạ, Thanh Xuân, 13 triệu","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-khuong-ha-phuong-ha-dinh/cho-33m2-5-tang-ngo-29-tnh-xuan-pr42888544",""
"33 m²","","Tây - Nam","5 m","9 triệu/tháng","","","","Cơ bản","","","1 phòng","1 tầng","","","Cho thuê mặt bằng tầng 1 phố Hạ Đình để kinh doanh, mở cửa hàng","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-pho-ha-dinh-phuong-thanh-xuan-trung/cho-mat-bang-tang-1-de-kinh-doanh-mo-ng-pr42922137",""
"42 m²","","","","13 triệu/tháng","","","","Cơ bản","","6 phòng","3 phòng","4 tầng","","","Cho thuê nhà riêng ngõ Gốc Đề - Minh Khai, Hà Nội: Nhà gần TTâm TP: 6PN, 3VS tiện ích ngập tràn","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-minh-khai-phuong-hoang-van-thu-4/cho-ngo-goc-de-ha-noi-gan-ttam-tp-6pn-3vs-tien-ich-ngap-tran-pr42666986",""
"110 m²","","Tây - Bắc","","84 triệu/m²","","","","","Hợp đồng mua bán","","","","","","Bán đất KDC Đại Phúc Green Villas, Phạm Hùng, Bình Chánh, đường 18m ngay cổng giá 84trm2","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-pham-hung-xa-binh-hung-1-prj-dai-phuc-green-villas/ban-kdc-greenvillas-chanh-18m-ngay-cong-gia-79tr-m2-pr40701947","18 m"
"134 m²","","","5 m","5,65 tỷ","","","","","Sổ đỏ/ Sổ hồng","1 phòng","3 phòng","2 tầng","","","NGỘP NGÂN HÀNG BÁN GẤP NHÀ ĐẸP HXH PHONG PHÚ BÌNH CHÁNH DT 134 m2 1 TRỆT 1GÁC LỬNG GIÁ 5TỶ650","https://batdongsan.com.vn/ban-nha-rieng-xa-phong-phu-4/ngop-ngan-hang-ban-gap-dep-hxh-binh-chanh-dt-134-m2-1-tret-1gac-lung-gia-5ty650-pr42887334","8 m"
"180 m²","","Đông - Bắc","6 m","6 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ bán 2 lô đất mặt tiền Tuyến Tránh full đất thổ cư thương mại Phú Quốc Kiên Giang","https://batdongsan.com.vn/ban-dat-duong-tuyen-tranh-xa-cua-duong/chinh-chu-ban-2-lo-mat-tien-full-tho-cu-thuong-mai-phu-quoc-kien-giang-pr42602929","30 m"
"35 m²","","","","5,6 tỷ","","","","","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","","","BÁN NR HIẾM, ĐẦU PHỐ NGÔ GIA TỰ - 2 MẶT THOÁNG - Ô TÔ GHÉ CỔNG + NGÕ THÔNG - DT=35M, X5T :GIÁ 5,6Tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-gia-tu-phuong-thuong-thanh-1/ban-nr-hiem-dau-pho-2-mat-thoang-o-to-ghe-cong-thong-dt-35m-x4t-5-3ty-pr42731545",""
"60 m²","","","3,6 m","35 triệu/tháng","","","","Cơ bản Nội thất cơ bản, sẵn sàng cho khách thuê với các thiết bị như điều hòa, tủ lạnh...","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","","","Chính chủ gửi cho thuê nhà mặt phố tại Nguyễn Văn Cừ, vỉa hè rộng, 35 triệu, 60 m2, kinh doanh đỉnh","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-nguyen-van-cu-1-phuong-gia-thuy/chinh-chu-gui-cho-tai-via-he-rong-35-trieu-60-m2-kinh-doanh-dinh-pr41867815","40 m"
"95 m²","","","","14,4 tỷ","","","","","","5 phòng","4 phòng","3 tầng","","","Bán nhà HXH 8m Ông Ích Khiêm (5.5*18m, trệt 2 lầu st), Quận 11, chỉ 14.4 tỷ TL","https://batdongsan.com.vn/ban-nha-rieng-duong-ong-ich-khiem-phuong-14-6/-hxh-8m-5-5-18m-tret-2-lau-st-quan-11-chi-15-ty-pr40183693","8 m"
"115 m²","Đông - Nam","Tây - Bắc","","10,5 tỷ","","","","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng","","","","Căn hộ sân vườn hiếm có tại One Verandah, 115m2 sân vườn view sông đẹp, mát mẻ cả ngày","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/-san-vuon-hiem-co-tai-115m2-san-vuon-view-song-dep-mat-me-ca-ngay-pr42715725",""
"64 m²","","","4 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Tôi Kẹt vốn KD bán gấp đất HXH 5m HXH Bình Thới, P14, Q11,Giá 3tỷ1/ 64m2, SHR, XDTD, LH: 0907 631 ***","https://batdongsan.com.vn/ban-dat-duong-binh-thoi-phuong-14-6/ket-von-kd-ban-gap-hxh-5m-hxh-p14-q11-gia-2ty750-64m2-shr-xdtd-lh-pr41353269","4 m"
"68 m²","","","","5,35 tỷ","","","","Full.","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán căn hộ Wilton đường D1 Quận Bình Thạnh, 68m2, 2PN, 2WC, giá 5,3-5,8 tỷ. LH: 0903 648 *** Dương","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-thuong-phuong-25-prj-wilton-tower/ban-d1-quan-binh-thanh-69m2-2pn-2wc-gia-4-ty-co-so-lh-0903-648-938-pr31550968",""
"68 m²","","","4 m","5,5 tỷ","","","","","","3 phòng","3 phòng","2 tầng","","","Bán nhà đường số 8, Linh Xuân hẻm xe hơi nhà 1 trệt 1 lầu 3 phòng ngủ, 1 phòng khách, 1 phòng trống","https://batdongsan.com.vn/ban-nha-rieng-duong-8-2-phuong-linh-xuan/ban-so-8-hem-xe-hoi-1-tret-1-lau-3phong-ngu-1-phong-khach-1-p-pr42882873",""
"2.200 m²","","","20 m","625 nghìn/m²","","","","","Sổ đỏ/ Sổ hồng","","1 phòng","","","","Chính chủ cho thuê mặt bằng Showroom thương mại đắc địa nhất trung tâm thành phố","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-hung-vuong-2-phuong-thac-gian/chinh-chu-cho-mat-bang-thuong-mai-dac-dia-nhat-trung-tam-thanh-pho-pr40706562","20 m"
"96 m²","","","8 m","16 tỷ","","","","","Hợp đồng mua bán","6 phòng","","","","","Nóng! Chốt gấp căn đẹp nhất Vinhomes Đan Phượng - view công viên, giá gốc từ chủ đầu tư!","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/nong-chot-gap-can-dep-nhat-dan-phuong-view-cong-vien-gia-goc-tu-chu-dau-tu-pr42938533",""
"100 m²","","","5 m","30 triệu/tháng","","","","Cơ bản","","5 phòng","5 phòng","4 tầng","","","Cho thuê nhà nguyên căn gần khu đô thị An Phú-An Khánh Lương Định Của 5x20m nhà hầm-4tầng thang máy","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-luong-dinh-cua-phuong-an-phu/cho-nguyen-c-khu-do-thi-khh-ngay-duong-dt-5x20m-4tg-pr42232384",""
"108 m²","","","4 m","Thỏa thuận","","","","Cơ bản.","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","","","Bán NR đẹp tại đường 12, Bình Hưng Hòa A, Bình Tân, 108m2","https://batdongsan.com.vn/ban-nha-rieng-duong-12-phuong-binh-hung-hoa-a/bn-nr-dep-ti-12-tn-3-ty-108m2-pr42547336",""
"95 m²","","","","65 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","","","","","","Hợp Đồng Thuê 200TR/TH, 65 Tỷ - Tòa nhà MT Trần Bình Trọng, Quận 5 - 8x18m, Hầm + Lửng + 6 Lầu","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-binh-trong-phuong-9-6/hop-dong-thue-200tr-th-65-ty-toa-mt-quan-5-8x18m-ham-lung-6-lau-pr42932097",""
"83 m²","","","5 m","5,19 tỷ","","","","","Sổ đỏ/ Sổ hồng.","3 phòng","3 phòng","2 tầng","","","Nhà sát Trường Chinh, 1/ cách MT 20m. 5x17(83m2) - 2 tầng - hẻm thông - chỉ 5.19tỷ còn TL","https://batdongsan.com.vn/ban-nha-rieng-duong-tan-thoi-nhat-13-phuong-tan-thoi-nhat-1/-sat-truong-chinh-1-cach-mt-20m-5x17-83m2-2-tang-hem-thong-chi-5-19-con-tl-pr42374959","4 m"
"83 m²","Tây","Tây","4 m","7,3 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","4 tầng","","","Nhà bán khu Tên Lửa, 4 tầng, 4m x 21m (83m2) nhỉnh 7 tỷ xíu","https://batdongsan.com.vn/ban-nha-rieng-duong-12-phuong-an-lac-a/-ban-khu-ten-lua-4-tang-4m-x-21m-83m2-nhinh-7ty-xiu-pr42543736","6 m"
"460 m²","","","","46 tỷ","","","","","","","","","","","Chủ ngộp bán gấp 72 tỷ giảm về 46 tỷ đất đường Trần Não, Q2, DT: 460m2 (20x25m)","https://batdongsan.com.vn/ban-dat-duong-tran-nao-phuong-binh-an/chu-ngop-ban-gap-72-ty-giam-ve-46ty-q2-dt-460m2-20x25m-pr41932455",""
"110 m²","","","","5 tỷ","","","","","Chưa có sổ","3 phòng","2 phòng","","","","Bán căn hộ Riva Park, Nguyễn Tất Thành, 110m2, 3PN, 2WC, hàng hiếm tại Quận 4, Hot!","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tat-thanh-phuong-18-prj-can-ho-riva-park/ban-5-ty-110m2-3pn-2wc-hang-hiem-tai-quan-4-t-pr42743426",""
"52 m²","","","4 m","8,6 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","6 tầng","","","Đáng mua nhất Thạch Bàn - 52m2 x 6 tầng thang máy - lô góc đường ô tô tránh thông - chỉ 8tỷ6","https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1/dang-mua-nhat-52m-6tang-thang-may-lo-goc-o-to-tranh-thong-chi-8ty6-pr42829982","6 m"
"35 m²","","","","7 tỷ","","","","","","","","","","","NHÀ ĐẸP TRẦN ĐẠI NGHĨA - 2 MẶT NGÕ NÔNG - CẠNH TRƯỜNG KTQD - 35M2 CHỈ 7 TỶ.","https://batdongsan.com.vn/ban-nha-rieng-pho-tran-dai-nghia-phuong-dong-tam/-dep-2-mat-ngo-nong-canh-truong-ktqd-35m2-chi-7-ty-pr42858009",""
"136 m²","Đông - Nam","","","66 triệu/m²","","","","","","4 phòng","3 phòng","","","","Bán căn hộ chung cư N01 - T8 Ngoại Giao Đoàn, giá bán từ: 66 triệu/m2","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-tao-prj-n01-t8-ngoai-giao-doan/ban-gia-ban-32-trieu-m2-pr28061984",""
"65 m²","Đông - Bắc","Tây - Nam","","4,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","4 tỷ 2 căn 65m 2 phòng ngủ, ban công view Gamuda, chung cư Gelexia 885 Tam Trinh, Hoàng Mai, Hà Nội","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tam-trinh-phuong-yen-so-prj-gelexia-riverside/4-ty-2-65m-2-phong-ngu-ban-cong-view-gamuda-885-hoang-mai-ha-noi-pr42869844",""
"76,7 m²","","Tây - Bắc","5,78 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán nhanh lô đất dịch vụ 25ha mặt đường 24m diện tích 76,7m giá chỉ 1xxtr/m chỉ bằng lô thường","https://batdongsan.com.vn/ban-dat-duong-van-canh-xa-van-canh-1/ban-nhanh-lo-dich-vu-25ha-mat-24m-dien-tich-76-7m-gia-chi-1xxtr-m-chi-bang-lo-thuong-pr42937333","24 m"
"825 m²","","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Đất mặt tiền Hùng Vương Tam Kỳ. DT 825m2 đã có sổ","https://batdongsan.com.vn/ban-dat-duong-hung-vuong-2-phuong-tan-thanh-6/-mat-tien-tam-ky-dt-825m2-da-co-so-pr42450675","42 m"
"45 m²","","","","2,4 tỷ","","","","Đầy đủ","","1 phòng","1 phòng","","","","MỞ BÁN ĐỢT 1 CĂN HỘ BIỂN MỸ KHÊ - CĐT SUN GROUP GIÁ CHỈ TỪ 2 TỶ/CĂN - NGÂN HÀNG VAY 30 THÁNG","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vuong-thua-vu-phuong-phuoc-my-prj-sun-costa-residence/mo-ban-dot-1-bien-khe-cdt-group-gia-chi-tu-2-ty-ngan-hang-vay-30-thang-pr42941914",""
"2.160 m²","","","","80 nghìn/m²","","","","","","","","","","","Cho thuê kho xưởng KCN Mỹ Tho, Tiền Giang, khuôn viên: 20.000m2, PCCC tự động, trạm điện 1.000kva","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-864-xa-trung-an-2/cho-kcn-my-tho-tien-giang-khuon-vien-20-000m2-pccc-tu-dong-tram-dien-1-000kva-pr41876637",""
"269,1 m²","","","","900 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ cần bám miếng đất gần chợ Nhơn Thạnh, TP. Bến Tre DT 269,1m2 chỉ 900tr thương lượng","https://batdongsan.com.vn/ban-dat-duong-19-5-1-xa-nhon-thanh/chinh-chu-can-bam-mieng-gan-cho-tp-ben-tre-dt-269-1m2-chi-900tr-thuong-luong-pr42917833",""
"235 m²","","","12 m","43 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán lô đất 2 mặt tiền Nguyễn Huy Chương_Nguyễn Sáng, Sơn Trà.","https://batdongsan.com.vn/ban-dat-duong-nguyen-huy-chuong-phuong-man-thai/ban-lo-2-mat-tien-sang-son-tra-pr42938870",""
"81 m²","Tây - Nam","Tây - Nam","5 m","2,83 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","","","","Bán nhà cấp 4 gác lửng DT 81m2 (5x16) KDC Minh Tuấn, Bình Hòa","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-du-phuong-binh-hoa/ban-cap-4-gac-lung-dt-81m-5x16-kdc-minh-tuan-hoa-pr42510622","8 m"
"100 m²","Đông - Bắc","Đông - Bắc","4 m","3,28 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","","","Nhà 1 lầu ngay chợ Đông Ba gần KCX Linh Trung 2 sát Bình Chiểu DT 100m2 đường 6m xe hơi","https://batdongsan.com.vn/ban-nha-rieng-duong-binh-hoa-1-phuong-binh-hoa/-1-lau-ngay-cho-dong-ba-gan-kcx-linh-trung-2-sat-chieu-dt-100m-6-m-xe-hoi-pr41790912","6 m"
"643 m²","","","","8 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán tài sản ngay phà Cát Lái, Lý Thái Tổ - ngay dự án Ecopark, 643m2 sẵn 240m2 thổ cư - giá: 8tỷ/TL","https://batdongsan.com.vn/ban-dat-duong-ly-thai-to-xa-phu-huu-4/ban-tai-san-ngay-pha-cat-lai-ngay-du-an-ecopark-643m2-san-240m2-tho-cu-gia-8ty-tl-pr42886756",""
"1.000 m²","","","","76 nghìn/m²","","","","Đầy đủ","","","5 phòng","","","","Cho thuê kho xưởng giá rẻ trong KCN Nhơn Trạch, Đồng Nai","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-319-thi-tran-hiep-phuoc/cho-gia-re-trong-kcn-nhon-trach-dong-nai-pr39691013",""
"130 m²","","Đông","5 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Giá cực sốc có ngay 130m2 lô đất nở hậu Thủy Phương, Hương Thủy, Thừa Thiên Huế.","https://batdongsan.com.vn/ban-dat-phuong-thuy-phuong/gia-cuc-soc-co-ngay-130m2-lo-no-hau-huong-thua-thien-hue-pr42937983","19,5 m"
"36 m²","","","","4,2 tỷ","","","","","Sổ đỏ/ Sổ hồng","4 phòng","2 phòng","3 tầng","","","Bán gấp nhà đường Nguyễn Văn Luông ngay KDC Bình Phú phường 11 quận 6, 36m2, 3 tầng giá chỉ 4,2 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-luong-phuong-11-3/ban-gap-ngay-kdc-binh-phu-11-quan-6-36m2-3-tang-gia-chi-4-2-ty-pr42938551",""
"70 m²","","Tây","","6,9 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng.","3 phòng","4 phòng","4 tầng","","","Chính chủ cần bán nhà xây mới độc lập trung tâm quận Lê Chân","https://batdongsan.com.vn/ban-nha-rieng-pho-hai-ba-trung-phuong-an-bien/chinh-chu-can-ban-xay-moi-doc-lap-tam-quan-le-chan-pr42333166",""
"80 m²","","","","8 triệu/tháng","","","","","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Cho thuê nhà nguyên căn 3PN. KDC Saigon Village. Ấp 4 Long Hậu","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-le-van-luong-xa-long-hau-prj-saigon-village/cho-nguyen-can-3pn-kdc-ap-4-hau-pr41338936",""
"600 m²","","Tây - Bắc","20 m","20 tỷ","","","","","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","2 tầng","","","Bán biệt thự 600m2 giá đất khu đô thị phía Tây Sài Gòn. Giá từ 33tr/m2 rẻ hơn đất Quận 9","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tinh-lo-824-xa-an-thanh-3-prj-khu-do-thi-waterpoint/ban-600m2-gia-dat-phia-tay-sai-gon-gia-tu-33tr-m2-re-hon-dat-quan-9-pr42706028?source=ad&adid=3001294","13 m"
