"Description","Location","Price","Price per m²","Space","Title"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","NHÀ ĐẸP NGUYỄN KHÁNH TOÀN, 35M2, 5 TẦNG, 50M ÔTÔ, TIỆN ÍCH"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","NHÀ ĐẸP TDP SỐ 7 ĐỒNG MAI – 4 TẦNG – Ô TÔ ĐỖ CỬA – GIÁ 4,3 TỶ"
"3 PN • Nhà ngõ, hẻm","Huyện Chương Mỹ • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","CHỦ ĐẦU TƯ MỞ BÁN 🎈Siêu phẩm đường thông ô tô 7 chỗ đỗ trong nhà"
"Đất thổ cư","Huyện Đông Anh • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","đất đẹp bìa làng sát vin cổ loa, gần cầu tứ liên,chủ giảm giá hết mức"
"6 PN • Nhà ngõ, hẻm","Quận Long Biên • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Bán nhà tái định cư Thượng Thanh"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Nhà dân xây Thượng Thanh Long Biên ô tô đỗ cửa"
"4 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","BÁN NHÀ ĐƯỜNG CẦU DIỄN 35M 6TẦNG, THANG MÁY, LÔ GÓC, KINH DOANH, ÔTÔ"
"1 PN • Nhà mặt phố, mặt tiền","Huyện Đông Anh • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Chính Chủ cần bán nhanh căn nhà mặt tiền tại huyện Đông Anh, TP Hà Nội"
"2 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Bán nhà 44m² - Trần Hòa – 2 tầng – Lô góc, gần phố – Giá chỉ 2,36 tỷ"
"2 PN • Hướng Đông Nam • Chung cư","Quận Cầu Giấy • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Tôi là chủ nhà!!! Bán căn hộ 70 m2, 2 PN,2WC KDT Trung Hòa Nhân Chính"
"2 PN • Hướng Đông Nam • Chung cư","Quận Hà Đông • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Chính chủ cần bán căn hộ 63,1m2 toà 19T1 Kiến Hưng 3,15 tỷ"
"Đất thổ cư","Quận Long Biên • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Bán đất Phúc Lợi Long Biên Hà Nội"
"2 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","SIÊU CẮT LỖ CĂN 2PN1VS FULL ĐỦ NỘI THẤT ĐẸP, MỚI CAO CẤP GIÁ 2 TỶ600TR"
"2 PN • Hướng Đông • Chung cư","Huyện Thanh Trì • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Chính chủ chuyển nhà chuyển nhượng nhanh cho gia đình nào nhiệt tình"
"Đất thổ cư","Quận Bắc Từ Liêm • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","CHÂU ĐÀI-THƯỢNG CÁT - LÔ GÓC Ô TÔ VÀO ĐẤT DT 55M2 GIÁ 6,6TỶ"
"Đất thổ cư","Quận Bắc Từ Liêm • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","SIÊU PHẨM ĐỨC DIỄN,BTL,Ô TÔ TẢI TRÁNH,KINH DOANH,DT 70M2 GIÁ 14,5TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","CỰC HIẾM NHÀ MINH KHAI 33M2 x 5 TẦNG X 3,4 M MT NGÕ TRƯỚC NHÀ 3 M"
"Đất thổ cư","Quận Bắc Từ Liêm • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Siuuuu phẩm Thượng cát 54m2 giá 4,25tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Bán nhà Chủ tự xây phố Tư Đình- Bát Khối gần siêu thị Aeon Long Biên"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Siêu hiếm! Ngõ Toàn Thắng, nhà mới đẹp, gần phố, gần ô tô, ở sướng"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","Hiếm hot! Hào Nam, ngõ nông, gần phố, ba gác tránh, tiện ích bạt ngàn!"
"5 PN • Nhà biệt thự","Quận Long Biên • 4 ngày trước","2,95 tỷ","98 tr/m²","30 m²","SIÊU PHẨM! BÁN NHÀ NGỌC THỤY 46m×5tầng. oto gần. Giá hơn 8tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","200 tr/m²","29 m²","CHÍNH CHỦ BÁN NHÀ NGUYỄN ĐỨC CẢNH -HỒ ĐỀN LỪ - 29M2 - 4 TẦNG -3 NGỦ"
"5 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Bán nhà Kim Giang 36m 4 tầng hơn 5.* tỷ"
"Đất thổ cư • Ngang 3.3 m","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Dt40m mt3.3m 6tỷ mặt phố ô tô tránh nở hậu kdoanh tương lai rạng ngời"
"2 PN • Nhà ngõ, hẻm","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Dt98m mt6.5m có nhà cấp 4 ngõ nông ô tô view thoáng quá đẹp"
"5 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Nhà độc lập o to đậu cửa,33m-4T lô góc về ở ngay, Đồng Mai"
"6 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","NHÀ ĐẸP DÂN XÂY CÁCH PHỐ 10M - Ô TÔ VÀO NHÀ - 5 TẦNG 85M2 NHỈNH 17 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","5,8 tỷ","200 tr/m²","29 m²","BÁN NHÀ KIM NGƯU - TAM TRINH - LÔ GÓC 3 THOÁNG - 30M2 - 5 TẦNG"
"4 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Huyện Thanh Trì • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Bán Nhà Thanh Liệt"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","200 tr/m²","29 m²","MẶT NGÕ ÔTÔ - KINH DOANH 65M* 5 TẦNG MT QUYỀN LỰC"
"3 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • hôm qua","5,8 tỷ","200 tr/m²","29 m²","NHÀ CẦU TÓ - HỮU HOÀ - TẢ THANH OAI 34m2 x 6 TẦNG GIÁ 5,2 TỶ"
"5 PN • Chung cư","Quận Hoàng Mai • hôm qua","5,8 tỷ","200 tr/m²","29 m²","CHỈ 4.1 TỶ - NHIỀU PN - SỔ LÂU DÀI"
"Đất thổ cư • Ngang 6 m","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Lô đất 118 m2 đẹp ở khu 31ha Trâu Quỳ, Gia Lâm"
"2 PN • Hướng Bắc • Chung cư","Quận Long Biên • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Bán căn hộ chung cư Himlam"
"5 PN • Hướng Tây Bắc • Nhà phố liền kề","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Shophouse liền kề 80,5 m2 mặt phố Nguyễn Mậu Tài"
"2 PN • Chung cư","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Căn chung cư Hanhome Blue Star 60,8m2 giá rẻ."
"Đất thổ cư • Ngang 4 m","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Đất Cửu Việt 2, Trâu Quỳ 100 m2 đường ô tô thông"
"Đất thổ cư • Ngang 3.5 m","Huyện Gia Lâm • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Bán gấp 46m2 Cửu Việt - Trâu Quỳ, Gia Lâm"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","5,8 tỷ","200 tr/m²","29 m²","VỠ NỢ BÁN GẤP. THÁI THỊNH, NGÕ BA GÁC, 20M RA OTO, NHÀ MỚI Ở NGAY"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","5,8 tỷ","200 tr/m²","29 m²","Độc quyền! Chùa Bộc, ngõ thông, 35m ra ô tô, ngõ to, nhà mới, 45m2*5T"
"4 PN • Hướng Đông • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua • Tin nổi bật","5,8 tỷ","200 tr/m²","29 m²","Bán nhà 5T mặt ngõ 168 Hào Nam Dt48m, MT4m, ngõ thông oto KD 13,2 tỷ."
"Đất thổ cư • Ngang 5 m","Huyện Mỹ Đức • hôm qua","730 triệu","9,6 tr/m²","76 m²","1 Lô *** -730Tr Có Ngay 76m Full Thổ Cư Sổ Đỏ Hà Nội Hàng Hiếm"
"2 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","730 triệu","9,6 tr/m²","76 m²","Chuyển nhượng Giá Rẻ 1PN+ ,2PN, 2PN+, 3PN Vinhomes Smart City Các Khu"
"3 PN • Chung cư","Quận Long Biên • hôm qua","730 triệu","9,6 tr/m²","76 m²","Cần bán căn hộ chung cư Ecohome Phúc Lợi. 78m² - 3 ngủ - 2vs siêu đẹp"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","730 triệu","9,6 tr/m²","76 m²","Cực Rẻ! Thái Hà, lô góc, Gần phố, Trung tâm đống đa, 2 thoáng, 43m2*5T"
"Đất thổ cư","Quận Nam Từ Liêm • hôm qua","730 triệu","9,6 tr/m²","76 m²","Nhà đất Mặt Phố Mỹ Đình kinh doanh sầm uất dt 99m2/"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","730 triệu","9,6 tr/m²","76 m²","TRUNG TÂM NGỌC THUỴ - NGÕ THÔNG VIỆT PHÁP - Ô TÔ 7 CHỖ NGỦ TRONG NHÀ -"
"Đất thổ cư • Ngang 3.5 m","Quận Long Biên • hôm qua","730 triệu","9,6 tr/m²","76 m²","ĐẤT NGỌC THỤY - HIẾM - NGÕ NÔNG OTO - HÌNH THỬA ĐẸP - VUÔNG VẮN o"
"2 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","730 triệu","9,6 tr/m²","76 m²","Bán nhà đẹp Trương Định: 17m2, 1,5 tầng, giá 1,19tỷ"
"2 PN • Tập thể, cư xá","Quận Đống Đa • hôm qua","730 triệu","9,6 tr/m²","76 m²","Tập thể tầng 2 Văn Chương 65m 02 phòng ngủ sổ đỏ chính chủ Đống Đa"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","730 triệu","9,6 tr/m²","76 m²","Nhà đẹp Kim Ngưu 40m2 , 10M Ô TÔ TRÁNH ,CHỈ VIỆC XÁC VALY VỀ Ở"
"Đất thổ cư • Ngang 5 m","Quận Long Biên • hôm qua","730 triệu","9,6 tr/m²","76 m²","PHÂN LÔ GIANG BIÊN- VỈA HÈ OTO TRÁNH KINH DOANH SẦM UẤT- 73m 225tr/m"
"2 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • hôm qua","730 triệu","9,6 tr/m²","76 m²","Bán nhà dân xây Đông Mỹ TT 2 tầng S rộng, KV tiện ích full ở sướng"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","730 triệu","9,6 tr/m²","76 m²","Nhà Hồ Tùng Mậu 4 tầng 39m ngõ xe máy gần ga tàu điện giá 5.98 tỷ"
"3 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • hôm qua","730 triệu","9,6 tr/m²","76 m²","Bán nhà 3 tầng 3 ngủ dân xây gần hồ Vĩnh Ninh Thanh Trì chỉ hơn 3 đồng"
"4 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Huyện Thanh Oai • hôm qua","730 triệu","9,6 tr/m²","76 m²","­Sở hữu nhà 4T-41m2-full nội thất Tại Bích hòa-QL21b-KCN Thanh oai"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","730 triệu","9,6 tr/m²","76 m²","Hiếm! Nhà đẹp Giáp Bát-ra phố 15m- oto đỗ cửa-35m*5T,MT4,5m. Hơn 6 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","730 triệu","9,6 tr/m²","76 m²","Hơn 5 tỷ có nhà đẹp Minh Khai gần Times City-40m oto- 33m*5T,3NKK"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","730 triệu","9,6 tr/m²","76 m²","TẶNG NHÀ 3 TẦNG 58m2 + TẶNG NỘI THẤT, TRUNG TÂM, ÔTÔ, CẦU ĐƠ 8.45 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","730 triệu","9,6 tr/m²","76 m²","Nhà dân xây đẹp Định Công-10 oto tránh-Sổ 40m*5T;MT4m;4N-Hơn 5 tỷ"
"3 PN • Hướng Nam • Nhà mặt phố, mặt tiền","Quận Hà Đông • hôm qua","730 triệu","9,6 tr/m²","76 m²","BÁN NHÀ MỚI XÂY – MẬU LƯƠNG, HÀ ĐÔNG. NHÀ MỚI, VỊ TRÍ ĐẸP"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","CHỈ 6.x TỶ NHỈNH CÓ NGAY 46M2 NHÀ ĐẸP, Ô TÔ QUA CỔNG - PHƯƠNG CA"
"5 PN • Nhà ngõ, hẻm","Quận Đống Đa • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","HOÀNG CẦU - PHÂN LÔ - Ô TÔ CHẠY VÒNG QUANH - 7 TẦNG THANG MÁY FULL NT"
"6 PN • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","NHÀ LINH LANG,ĐỘI CẤN– KINH DOANH – Ô TÔ – THANG MÁY – 55M2 x 7 TẦNG"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Hàng Hiếm! Vip Đống Đa, ô tô vào nhà, ngõ rộng hơn phố, KD đỉnh"
"1 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Long Biên • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","466 NGÔ GIA TỰ 💥 ÔTÔ 7 CHỖ ĐỖ CỬA,NGÕ CHẠY QUANH BÀN CỜ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Nhà Phố 8/3 - 1 Nhà Ra Phố - Ô Tô Vào Nhà - Kinh Doanh - KV Sầm Uất"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Cực Hiếm - Nhà Mới Ba Đình, 6 Tầng Thang Máy, Ngõ Rộng, Gần Ô Tô"
"2 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Hoà Bình 7, Ô Tô Vào Nhà, KD Ồn Ào Quá Chủ Nhiều Tuổi Bán Chuyển CC"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Triều Khúc CCMN 8 Tàng 12 Phòng Mới Cứng | PCCC Đầy Đủ | Dòng Tiển Tốt"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Gấp Nhà Nguyễn Đức Cảnh, Ô Tô Đỗ Cửa, Gần Hồ Đền Lừ"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","LA DƯƠNG, DƯƠNG NỘI, NHÀ MỚI 50M2-THANG MÁY-ÔTÔ-TRÁNH NHAU 5M"
"5 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","PHÂN LÔ NGHĨA ĐÔ - 65M2 x 5T - OTO TRÁNH - KD - 2 MẶT NGÕ - 24.8 TỶ."
"Đất thổ cư • Ngang 4.5 m","Huyện Phú Xuyên • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Đất Thổ Cư Phú Xuyên-Hà Nội.Dt 72m2.Giá 850Tr."
"4 PN • Nhà mặt phố, mặt tiền","Quận Ba Đình • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Nhà 2 Mặt Ngõ Linh Lang – Ba Đình, Kinh Doanh Đỉnh, Vị Trí Vàng"
"4 PN • Nhà mặt phố, mặt tiền","Quận Nam Từ Liêm • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán nhà đẹp Phú Đô oto su cóc qua nhà"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","VIỆT HƯNG NHÀ MỚI 5 TẦNG - SÁT THE HARMONY - YÊN TĨNH - GIÁ CHỈ 5.X TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","TT CÂU GIẤY- 37M2- 5TẦNG - NHỈNH 7T - NGÕ NÔNG RỘNG - XUNG QUANH TOÀ"
"3 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","NHÀ CHÍNH CHỦ - GIÁ TỐT - Vị Trí Đẹp Tại Chủ cần bán gấp:"
"Đất thổ cư","Quận Long Biên • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","NGÔ GIA TỰ: ĐẤT VUÔNG ĐÉT - VIEW SÂN CHƠI VĨNH VIỄN - Ô TÔ THÔNG"
"Đất thổ cư • Ngang 3 m","Huyện Thanh Trì • 2 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Đất Khu Tái Định Cư - Liên Ninh -Thanh Trì -H Nội.Giá 4,15 Tỷ."
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán nhà Chủ tự xây phố Tư Đình- Bát Khối gần siêu thị Aeon Long Biên"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Siêu hiếm! Ngõ Toàn Thắng, nhà mới đẹp, gần phố, gần ô tô, ở sướng"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Hiếm hot! Hào Nam, ngõ nông, gần phố, ba gác tránh, tiện ích bạt ngàn!"
"5 PN • Nhà biệt thự","Quận Long Biên • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","SIÊU PHẨM! BÁN NHÀ NGỌC THỤY 46m×5tầng. oto gần. Giá hơn 8tỷ"
"6 PN • Nhà biệt thự","Quận Nam Từ Liêm • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán biệt thự Nguyễn Cơ Thạch, NTL, Lô góc 3 thoáng Ô Tô 39 tỷ khu VIP"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán nhà Phan Kế Bính, Ba Đình, Phân lô Ô tô Vỉa hè KD 51m 17.5 tỷ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán nhà đẹp Cù Chính Lan TX Phân lô quân đội Lô góc Ô tô KD 10.8tỷ 46m"
"2 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","HƠN 3TỶ - TÔN ĐỨC THẮNG - GẦN PHỐ - 4TẦNG - MT 3.2M - 2NGỦ - FULL NỘI"
"4 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán nhà Nhật Tảo, Đông Ngạc, Bắc Từ Liêm thang máy nhà đẹp 6T 6.9 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Khâm Thiên, 10m ra phố, ô tô đỗ, ngõ thông, nhà mới, full đồ, 35m2*5T"
"Đất thổ cư • Ngang 4 m","Huyện Đông Anh • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","BÁN ĐẤT ĐẸP .dt 70m mt 4m đường thông ô tô tại KIM NỖ ,ĐÔNG ANH _HN"
"1 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","CẦN TIỀN GIÁ NÀO CŨNG BÁN CĂN STUDIO VIEW BỂ BƠI GIÁ 1 TỶ650TR TẶNG ĐỒ"
"2 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Gốc Đề gần ô tô, ngõ nông thông Hoàng Mai, kinh doanh tốt 40m."
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán Gấp nhà Dịch Vọng, Cầu Giấy 5T mới đẹp ở ngay phố 39m2 5T 9.5 tỷ"
"Đất thổ cư • Ngang 6 m","Quận Bắc Từ Liêm • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán Đất phố Nhật Tảo, Đông Ngạc, Bắc Từ Liêm ô tô vào 89m MT 6m 12.9tỷ"
"6 PN • Nhà mặt phố, mặt tiền","Quận Bắc Từ Liêm • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán nhà phố Thụy Phương, Bắc Từ Liêm ô tô thang máy KD 47m5T 8.7 tỷ"
"8 PN • Nhà biệt thự","Quận Tây Hồ • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán Biệt thự Vườn Đào Tây Hồ, ven Hồ Tây Biệt thự đẳng cấp 286m 216tỷ"
"6 PN • Nhà biệt thự","Quận Nam Từ Liêm • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Nhà Biệt Thự Luois Đại Mỗ, Lô góc, 32,5 tỷ"
"Đất thổ cư • Ngang 11 m","Quận Tây Hồ • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán đất Âu Cơ, Trịnh Công Sơn ven Tây Hồ mặt phố vỉa hè KD 179m 99 tỷ"
"Đất thổ cư • Ngang 9 m","Quận Cầu Giấy • 4 ngày trước","7,45 tỷ","226 tr/m²","33 m²","Bán đất Lạc Long Quân, Cầu Giấy, ô tô tránh đỗ gần Hồ Tây 118m 31 tỷ"
"6 PN • Nhà mặt phố, mặt tiền","Quận Hoàng Mai • 2 giờ trước • Tin nổi bật","15,5 tỷ","263 tr/m²","59 m²","Bán gấp nhà măt phố Nguyễn Đức Cảnh 60mx4 tầng mt4,5m"
"6 PN • Nhà ngõ, hẻm","Quận Long Biên • 2 giờ trước","15,5 tỷ","263 tr/m²","59 m²","SIÊU PHẨM NGỌC THỤY 200M - 4 THOÁNG - GARA Ô TÔ - BIỆT THỰ SÂN VƯỜN"
"5 PN • Nhà ngõ, hẻm","Quận Hà Đông • 2 giờ trước","15,5 tỷ","263 tr/m²","59 m²","NHÀ ĐẸP DÂN XÂY 6 TẦNG -ÔTÔ CẠNH NHÀ- 2 THOÁNG, VẠN PHÚC, 7.05tỷ."
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 2 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Bán nhà chính chủ 299 Đền Lừ 40mx5tầng thang máy"
"6 PN • Nhà phố liền kề","Quận Hoàng Mai • 2 giờ trước","15,5 tỷ","263 tr/m²","59 m²","LK_KĐT_ĐẠI_KIM  +DT50m 7 TẦNG THANG MÁY MT5m giá chào 18.5 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","SỔ ĐỎ 50M NHÀ 4 TẦNG BẠCH MAI - HAI BÀ TRƯNG; 6,5 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Nhà 5 tầng hiện đại nội thất xịn,dân xây"
"4 PN • Nhà ngõ, hẻm","Huyện Hoài Đức • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Nhà đất thổ cư tiền lệ Hoài Đức 4 tầng"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Bán gấp nhà Mễ trì, Nam Từ Liêm 40Mx5T, cách ô tô 20m giá 7.8 tỷ."
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","BÁN GẤP NHÀ MỄ TRÌ, NAM TỪ LIÊM 40MX6T, MT7M, THANG MÁY, LÔ GÓC, Ô TÔ"
"6 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Nhà đất thổ cư 58 mét khu tập thể đặc công Vĩnh Quỳnh"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","LÕI CẦU GIẤY- VÕ CHÍ CÔNG MỚI TINH 40M2 6TẦNG -9 TỶ - 10M RA Ô TÔ TRÁN"
"5 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Tôi cần bán nhà riêng phố Quan Hoa - 78m2 - 50m ra phố - 13,5 tỷ"
"2 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","Quận Cầu Giấy • 4 giờ trước","15,5 tỷ","263 tr/m²","59 m²","CẦU GIẤY KINH DOANH 115m MT4.5m NHÀ 4 TẦNG GIÁ 14TY8"
"3 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 4 giờ trước","15,5 tỷ","263 tr/m²","59 m²","CẠNH ĐH BÁCH KHOA Ô TÔ VÀO NHÀ 5T 42m MT4m HƠN 10 TY"
"4 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 4 giờ trước","15,5 tỷ","263 tr/m²","59 m²","Ô TÔ ĐỖ CỔNG TÂY HỒ 65m MT5m NHÀ 4 TẦNG GIA 12TY9"
"4 PN • Hướng Tây • Nhà mặt phố, mặt tiền","Quận Ba Đình • 4 giờ trước","15,5 tỷ","263 tr/m²","59 m²","BA ĐÌNH MẶT PHỐ - KINH DOANH - NGAY CHỢ NGỌC HÀ. 101m MT4.8m NHÀ 4 TẦN"
"4 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 4 giờ trước","15,5 tỷ","263 tr/m²","59 m²","MẶT PHỐ TÂY HỒ 75m MT5m NHÀ 6 TẦNG CHI 15Ty8"
